set,file,mem
lamem,00008062.jpg,0.7130584
lamem,00036685.jpg,0.6189946
lamem,00049394.jpg,0.8485644000000001
memcat,n09472597_4882.jpg,0.704761904761905
lamem,00049300.jpg,0.8181562
lamem,00021151.jpg,0.6796076
lamem,00020965.jpg,0.9325694
lamem,00034633.jpg,0.6287802
lamem,00019192.jpg,0.6800542
lamem,00041790.jpg,0.7364497999999999
lamem,00032372.jpg,0.909593
lamem,00046112.jpg,0.8576637999999999
lamem,00024984.jpg,0.7476963999999999
lamem,00046827.jpg,0.5984332
lamem,00038509.jpg,0.62237
lamem,00003233.jpg,0.8527241999999999
memcat,n04335435_13188.jpg,0.854545454545454
lamem,00000082.jpg,0.8888360000000001
memcat,44a9991210c2e2e0.jpg,0.75
lamem,00034336.jpg,0.6004938
memcat,n02342885_13577.jpg,0.840909090909091
lamem,00038623.jpg,0.6666472000000001
lamem,00054262.jpg,0.583251
lamem,00046476.jpg,0.6249062000000001
lamem,00030833.jpg,0.7294568
lamem,00047862.jpg,0.9034498
lamem,00013595.jpg,0.5917402
lamem,00039160.jpg,0.7779778
lamem,00038570.jpg,0.7990980000000001
lamem,00017700.jpg,0.8957142000000001
memcat,n02355227_7587.jpg,0.602272727272727
lamem,00056027.jpg,0.7646864
lamem,00022733.jpg,0.9675628
lamem,00058208.jpg,0.86079
lamem,00018525.jpg,0.8123039999999999
lamem,00043808.jpg,0.6956344
lamem,00007280.jpg,0.909471
lamem,00018155.jpg,0.9556434
memcat,94c53be316c9a02e.jpg,0.873417721518987
lamem,00054392.jpg,0.8995774000000001
lamem,00057362.jpg,0.6845140000000001
lamem,00049227.jpg,0.8185040000000001
lamem,00016071.jpg,0.5368504
lamem,00025094.jpg,0.815711
lamem,00020265.jpg,0.752599
lamem,00031854.jpg,0.385698
lamem,00055770.jpg,0.8954492000000001
lamem,00027965.jpg,0.7640968
lamem,00023792.jpg,0.7346484
lamem,00020147.jpg,0.727735
lamem,00039551.jpg,0.7656906
lamem,00039342.jpg,0.8537522
memcat,aeae192fcdc7715e.jpg,0.732673267326733
lamem,00016169.jpg,0.686249
lamem,00056326.jpg,0.7725953999999999
lamem,00002720.jpg,0.5123255999999999
lamem,00034087.jpg,0.8371055999999999
lamem,00004126.jpg,0.8605604
memcat,n00470966_20874.jpg,0.788990825688073
lamem,00000725.jpg,0.7375786
lamem,00030998.jpg,0.842761
lamem,00053651.jpg,0.75589
lamem,00025708.jpg,0.9573882
lamem,00036118.jpg,0.674577
lamem,00010193.jpg,0.8318358
lamem,00034124.jpg,0.4267789999999999
lamem,00057712.jpg,0.9182908
lamem,00028664.jpg,0.7437364000000001
lamem,00002820.jpg,0.8000904
lamem,00018225.jpg,0.6541984000000001
lamem,00058177.jpg,0.7708598
lamem,00047633.jpg,0.5793712
lamem,00049357.jpg,0.6937492
lamem,00047747.jpg,0.8908612
lamem,00005127.jpg,0.7768066
lamem,00020068.jpg,0.7127086
lamem,00013508.jpg,0.784749
lamem,00056167.jpg,0.8253396000000001
lamem,00006943.jpg,0.5682646
lamem,00047588.jpg,0.6516683999999999
lamem,00004976.jpg,0.8405422
lamem,00010025.jpg,0.9203148
lamem,00054696.jpg,0.8097602
lamem,00043142.jpg,0.7323337999999999
lamem,00014793.jpg,0.8235246
lamem,00022382.jpg,0.6118881999999999
lamem,00045816.jpg,0.7913492
lamem,00028268.jpg,0.7097979999999999
lamem,00055282.jpg,0.8248241999999999
memcat,3bda7bfbe820a82f.jpg,0.649122807017544
lamem,00048516.jpg,0.7842714
lamem,00017609.jpg,0.6269018
lamem,00031074.jpg,0.7882144
lamem,00017875.jpg,0.5451864
lamem,00055018.jpg,0.7499232
lamem,00017816.jpg,0.4446312
lamem,00012189.jpg,0.8835713999999999
lamem,00036611.jpg,0.5457878
lamem,00015771.jpg,0.5909892
lamem,00049593.jpg,0.869355
lamem,00008469.jpg,0.6769696
lamem,00014275.jpg,0.9275258
lamem,00011961.jpg,0.8313613999999999
lamem,00039816.jpg,0.7315972000000001
lamem,00029182.jpg,0.8703877999999999
lamem,00054757.jpg,0.707164
lamem,00012796.jpg,0.7385636
lamem,00021828.jpg,0.6312646
lamem,00014272.jpg,0.8434967999999999
lamem,00054969.jpg,0.8754709999999999
lamem,00013356.jpg,0.9277408
lamem,00034748.jpg,0.8217589999999999
memcat,000000404172.jpg,0.923076923076923
lamem,00020952.jpg,0.79366
memcat,n02934451_2999.jpg,0.689320388349515
lamem,00034589.jpg,0.729633
lamem,00050207.jpg,0.7907902
lamem,00036157.jpg,0.614096
lamem,00015717.jpg,0.6733542
lamem,00049884.jpg,0.7329554
lamem,00046249.jpg,0.8565428
lamem,00008976.jpg,0.6357318000000001
lamem,00034550.jpg,0.7333104
lamem,00037919.jpg,0.5718666
lamem,00021179.jpg,0.7728478
lamem,00049887.jpg,0.5308516
lamem,00013190.jpg,0.7686834
lamem,00003192.jpg,0.7900696
lamem,00022048.jpg,0.9235684
lamem,00019315.jpg,0.8128224
lamem,00041898.jpg,0.8833164
lamem,00052208.jpg,0.6839986
lamem,00019482.jpg,0.8271682
lamem,00017814.jpg,0.620718
memcat,000000136077.jpg,0.872549019607843
lamem,00003815.jpg,0.7950264
lamem,00051001.jpg,0.8820528
lamem,00044692.jpg,0.6330256000000001
lamem,00022886.jpg,0.8639588
lamem,00051550.jpg,0.8514424
lamem,00044764.jpg,0.6491506
lamem,00007785.jpg,0.8509456
lamem,00038605.jpg,0.7224912
lamem,00002214.jpg,0.732442
lamem,00050721.jpg,0.7680974
lamem,00036056.jpg,0.563588
lamem,00010079.jpg,0.7722782
lamem,00014132.jpg,0.77396
lamem,00016851.jpg,0.8704384000000001
lamem,00008778.jpg,0.6923668000000001
lamem,00046968.jpg,0.5867894
lamem,00021946.jpg,0.8760897999999999
lamem,00030585.jpg,0.8085737999999999
lamem,00042256.jpg,0.7491072
lamem,00015988.jpg,0.9142258
lamem,00042721.jpg,0.6833964
lamem,00020137.jpg,0.6739176
lamem,00051401.jpg,0.9311096
lamem,00036341.jpg,0.7111556
lamem,00005107.jpg,0.928169
lamem,00006310.jpg,0.7384588
memcat,000000227683.jpg,0.762376237623762
lamem,00035845.jpg,0.6245482
memcat,0b5311919a2c6354.jpg,0.591397849462366
lamem,00011190.jpg,0.7922068
lamem,00028352.jpg,0.8592259999999999
lamem,00055118.jpg,0.6233334
lamem,00048623.jpg,0.7436556000000001
lamem,00000808.jpg,0.8255779999999999
lamem,00058563.jpg,0.8813126
lamem,00031778.jpg,0.7788862
lamem,00034486.jpg,0.8291514
lamem,00015167.jpg,1.0
lamem,00052405.jpg,0.9117942
memcat,000000491558.jpg,0.783505154639175
lamem,00038628.jpg,0.6076812
lamem,00055129.jpg,0.796597
lamem,00036544.jpg,0.6456166
lamem,00046945.jpg,0.8246017999999999
memcat,000000527365.jpg,0.675675675675676
lamem,00057006.jpg,0.6281472
lamem,00013950.jpg,0.719869
lamem,00008008.jpg,0.735564
lamem,00035337.jpg,0.5745524
lamem,00010631.jpg,0.7402966
lamem,00020454.jpg,0.6987708
lamem,00038722.jpg,0.5836658
lamem,00037452.jpg,0.5216924000000001
lamem,00034501.jpg,0.8107488
lamem,00047086.jpg,0.6443405999999999
lamem,00022794.jpg,0.8134774
lamem,00008598.jpg,0.8190924
lamem,00056888.jpg,0.855739
lamem,00031397.jpg,0.8541578
lamem,00040343.jpg,0.6945642000000001
lamem,00051647.jpg,0.9453656
lamem,00018497.jpg,0.4569108
lamem,00044262.jpg,0.6816340000000001
lamem,00020991.jpg,0.8098065999999999
lamem,00020546.jpg,0.8680502000000001
memcat,n01846331_3202.jpg,0.710280373831776
lamem,00001425.jpg,0.875189
lamem,00010915.jpg,0.922457
lamem,00000749.jpg,0.8526092000000001
lamem,00036802.jpg,0.8253784
lamem,00038165.jpg,0.810431
lamem,00052804.jpg,0.807436
lamem,00001193.jpg,0.8487468
lamem,00038520.jpg,0.7021296
lamem,00032632.jpg,0.8141028
lamem,00039264.jpg,0.6810254
lamem,00054173.jpg,0.771159
lamem,00006413.jpg,0.7350492
memcat,n02396427_15409.jpg,0.808695652173913
memcat,n04461696_7754.jpg,0.727272727272727
lamem,00005669.jpg,0.8716404000000001
lamem,00036419.jpg,0.6712576
lamem,00049967.jpg,0.6828504000000001
lamem,00025359.jpg,0.7539682
lamem,00057380.jpg,0.828692
lamem,00028673.jpg,0.8441711999999999
lamem,00025666.jpg,0.8858119999999999
lamem,00051963.jpg,0.7783274
lamem,00056702.jpg,0.8668016
lamem,00020697.jpg,0.7835032
lamem,00030552.jpg,0.8130502
memcat,bd24922f1aff6df7.jpg,0.823529411764706
lamem,00049297.jpg,0.6681456
lamem,00022302.jpg,0.6952128
lamem,00006923.jpg,0.6310596
lamem,00036570.jpg,0.7554108
