set,file,mem
lamem,00017689.jpg,0.7338252
lamem,00022058.jpg,0.895096
lamem,00032208.jpg,0.6519809999999999
lamem,00032418.jpg,0.9392222
lamem,00030949.jpg,0.8866821999999999
lamem,00027158.jpg,0.6022412
lamem,00005066.jpg,0.6574344
lamem,00003519.jpg,0.5836524
lamem,00020973.jpg,0.7207952000000001
lamem,00005095.jpg,0.5219688
lamem,00033097.jpg,0.6822277999999999
memcat,n07863374_16616.jpg,0.838095238095238
lamem,00024058.jpg,0.6471359999999999
lamem,00042846.jpg,0.598155
lamem,00050535.jpg,0.7228348
lamem,00056811.jpg,0.8489264000000001
lamem,00007972.jpg,0.8577678000000001
lamem,00016222.jpg,0.464792
lamem,00044189.jpg,0.593525
lamem,00045698.jpg,0.7088167999999999
lamem,00049642.jpg,0.7305444
memcat,000000274745.jpg,0.897727272727273
lamem,00011718.jpg,0.8178072000000001
lamem,00011384.jpg,0.952201
lamem,00050024.jpg,0.7453103999999999
lamem,00037835.jpg,0.619698
lamem,00012202.jpg,0.6143462
lamem,00001413.jpg,0.8292748
lamem,00013790.jpg,0.6991498
lamem,00045675.jpg,0.7448824000000001
memcat,n04461696_4037.jpg,0.729166666666667
lamem,00009951.jpg,0.8682736
lamem,00011093.jpg,0.685717
lamem,00053459.jpg,0.6941052
lamem,00031022.jpg,0.5773138
lamem,00026709.jpg,0.8675839999999999
lamem,00029544.jpg,0.8951518
lamem,00002992.jpg,0.5104848000000001
lamem,00053864.jpg,0.8373142
lamem,00040616.jpg,0.812012
lamem,00006344.jpg,0.8088278000000001
lamem,00011433.jpg,0.8010838
lamem,00043036.jpg,0.713225
memcat,000000489374.jpg,0.925531914893617
lamem,00003913.jpg,0.7734512
lamem,00044079.jpg,0.5500906
lamem,00027060.jpg,0.8463215999999999
lamem,00025984.jpg,0.6978606
lamem,00046398.jpg,0.6694474
lamem,00032553.jpg,0.7393525999999999
lamem,00027640.jpg,0.7115486
lamem,00031805.jpg,0.8819926
lamem,00043150.jpg,0.663429
lamem,00055060.jpg,0.8484828
lamem,00026294.jpg,0.6252346
lamem,00047162.jpg,0.5774382
lamem,00017897.jpg,0.8001522
lamem,00005323.jpg,0.8256844000000001
lamem,00045506.jpg,0.8515762
lamem,00036400.jpg,0.7242767999999999
lamem,00031458.jpg,0.9624602
lamem,00042225.jpg,0.779148
lamem,00002795.jpg,0.8757596
lamem,00024553.jpg,0.8322654
lamem,00027458.jpg,0.515275
lamem,00013071.jpg,0.8205971999999999
lamem,00019761.jpg,0.6285854000000001
lamem,00039362.jpg,0.7103034
lamem,00043278.jpg,0.788079
lamem,00037284.jpg,0.7408592
lamem,00018207.jpg,0.9623736
lamem,00056808.jpg,0.9791574
lamem,00056625.jpg,0.535541
memcat,n00470966_27438.jpg,0.88695652173913
memcat,n07911677_7695.jpg,0.798076923076923
lamem,00050992.jpg,0.721662
lamem,00020387.jpg,0.7776206
lamem,00005806.jpg,0.9329114
lamem,00028247.jpg,0.7657149999999999
lamem,00016674.jpg,0.6534126
lamem,00037608.jpg,0.514456
lamem,00028861.jpg,0.850839
lamem,00055001.jpg,0.8230122
memcat,n02878222_2180.jpg,0.583333333333333
lamem,00011185.jpg,0.6844236
lamem,00052032.jpg,0.8324592
lamem,00051157.jpg,0.6490159999999999
lamem,00030146.jpg,0.8762779999999999
lamem,00006040.jpg,0.4758315999999999
lamem,00017070.jpg,0.8282748
memcat,7c4abb7d18dd115b.jpg,0.784313725490196
memcat,n02389026_1198.jpg,0.724489795918367
lamem,00004860.jpg,0.8153255999999999
lamem,00032096.jpg,0.7808736
lamem,00044010.jpg,0.6010664
lamem,00003651.jpg,0.7679524
lamem,00056850.jpg,0.8224857999999999
lamem,00012430.jpg,0.7760966
memcat,f26d220a7b9effda.jpg,0.863636363636364
lamem,00040763.jpg,0.6981986
lamem,00003463.jpg,0.484119
lamem,00023072.jpg,0.8277262000000001
lamem,00001686.jpg,0.8795642000000001
memcat,000000246980.jpg,0.8
lamem,00013332.jpg,0.8232568
lamem,00039182.jpg,0.7507596000000001
memcat,n02091467_4631.jpg,0.851485148514851
lamem,00052154.jpg,0.8254328000000001
lamem,00021412.jpg,0.7598195999999999
lamem,00026728.jpg,0.8541143999999999
lamem,00004816.jpg,0.8268622000000001
memcat,n03541923_2537.jpg,0.612068965517241
memcat,000000018534.jpg,0.67816091954023
lamem,00019160.jpg,0.8009730000000002
lamem,00058058.jpg,0.7895462
lamem,00015786.jpg,0.7077272
lamem,00056723.jpg,0.8476279999999999
lamem,00029494.jpg,0.7870779999999999
lamem,00014196.jpg,0.5746252000000001
lamem,00008863.jpg,0.8335432
memcat,n03384352_4420.jpg,0.621052631578947
lamem,00054568.jpg,0.849039
lamem,00001142.jpg,0.8063537999999999
lamem,00026537.jpg,0.5630312
lamem,00029465.jpg,0.7852460000000001
lamem,00027897.jpg,0.9302588
lamem,00051520.jpg,0.8433116
lamem,00035826.jpg,0.7041608
lamem,00045900.jpg,0.6604972
lamem,00020900.jpg,0.7081652
lamem,00020485.jpg,0.763586
lamem,00051428.jpg,0.7773876000000001
lamem,00002378.jpg,0.9123562
lamem,00005305.jpg,0.8490527999999999
lamem,00010383.jpg,0.6603022000000001
memcat,bb3c26d44a629489.jpg,0.755102040816326
lamem,00033714.jpg,0.905823
lamem,00021764.jpg,0.9230526
lamem,00024192.jpg,0.7785476
lamem,00044895.jpg,0.6956941999999999
lamem,00053537.jpg,0.947043
lamem,00011623.jpg,0.5157147999999999
