set,file,mem
lamem,00050956.jpg,0.7500443999999999
lamem,00047769.jpg,0.8114152000000001
lamem,00027505.jpg,0.6193712
lamem,00003644.jpg,0.9158622
lamem,00058567.jpg,0.656457
lamem,00048974.jpg,0.8536314
lamem,00008335.jpg,0.9125432
memcat,000000122896.jpg,0.854368932038835
lamem,00042407.jpg,0.7236651999999999
lamem,00020831.jpg,0.6074854000000001
lamem,00011736.jpg,0.7105612
memcat,n12345899_16717.jpg,0.703296703296703
lamem,00052601.jpg,0.8975792
lamem,00030333.jpg,0.7345544
memcat,42f6decb34b04c85.jpg,0.867924528301887
lamem,00052340.jpg,0.8813798
lamem,00007831.jpg,0.9234878
lamem,00007534.jpg,0.8365926
lamem,00034343.jpg,0.5359598
memcat,n03594945_5123.jpg,0.842105263157895
lamem,00044386.jpg,0.8356895999999999
lamem,00030336.jpg,0.748619
lamem,00020257.jpg,0.5184097999999999
lamem,00015656.jpg,0.7891964
memcat,000000246980.jpg,0.8
lamem,00021639.jpg,0.8375324
lamem,00028697.jpg,0.9216022
memcat,n04587559_10635.jpg,0.788888888888889
lamem,00040862.jpg,0.731546
memcat,000000563628.jpg,0.775700934579439
lamem,00044423.jpg,0.9349978
lamem,00043619.jpg,0.8087334
lamem,00033656.jpg,0.8735394
lamem,00028280.jpg,0.6196712
lamem,00046968.jpg,0.5867894
lamem,00037847.jpg,0.833981
memcat,n09359803_42072.jpg,0.485148514851485
lamem,00057541.jpg,0.8913515999999999
memcat,n00439826_7591.jpg,0.863636363636364
lamem,00038956.jpg,0.7366796
lamem,00003993.jpg,0.5654619999999999
lamem,00027711.jpg,0.7610317999999999
lamem,00044052.jpg,0.6109669999999999
lamem,00052389.jpg,0.8189947999999999
lamem,00039749.jpg,0.6699607999999999
memcat,000000561014.jpg,0.793478260869565
lamem,00004769.jpg,0.7802022
memcat,sun_bkndlzaanugxpvaq.jpg,0.563218390804598
lamem,00014877.jpg,0.8731692000000001
lamem,00036519.jpg,0.6377156
lamem,00006293.jpg,0.9116644
lamem,00022316.jpg,0.6359646
memcat,4757aebe700d4238.jpg,0.877777777777778
lamem,00000188.jpg,0.7356404
lamem,00045124.jpg,0.8850124000000001
lamem,00057200.jpg,0.7744776
lamem,00045841.jpg,0.8037824
lamem,00034096.jpg,0.5505314
lamem,00035339.jpg,0.6005068
lamem,00038733.jpg,0.6533754
lamem,00031661.jpg,0.6355124
memcat,n03384352_4459.jpg,0.871287128712871
memcat,000000486686.jpg,0.717171717171717
lamem,00045785.jpg,0.695631
lamem,00039633.jpg,0.665927
lamem,00021641.jpg,0.7905152
lamem,00000494.jpg,0.4744426
lamem,00034024.jpg,0.8968592000000001
lamem,00033433.jpg,0.814386
lamem,00018137.jpg,0.6817438
memcat,n09359803_29193.jpg,0.520833333333333
lamem,00026031.jpg,0.7728149999999999
lamem,00058587.jpg,0.6239122
lamem,00004743.jpg,0.5873596
lamem,00039413.jpg,0.7673137999999999
lamem,00047339.jpg,0.7806748
lamem,00004536.jpg,0.8454836
lamem,00048589.jpg,0.8050090000000001
lamem,00044818.jpg,0.8519780000000001
memcat,n02342885_938.jpg,0.978021978021978
lamem,00055335.jpg,0.7177948
lamem,00047508.jpg,0.7878724
lamem,00016106.jpg,0.933797
lamem,00000548.jpg,0.4294036
memcat,n02355227_12971.jpg,0.843137254901961
lamem,00035245.jpg,0.7584982
lamem,00033357.jpg,0.8364328000000001
lamem,00012767.jpg,0.7281162
lamem,00024426.jpg,0.8946932000000001
lamem,00043889.jpg,0.8815582
memcat,n02934451_7904.jpg,0.72
lamem,00022311.jpg,0.7621532
lamem,00000287.jpg,0.7733684000000001
lamem,00022883.jpg,0.6951904
lamem,00049568.jpg,0.7844362
lamem,00015983.jpg,0.8632316
memcat,n07880968_2104.jpg,0.77
lamem,00056772.jpg,0.6564592
lamem,00043725.jpg,0.8294998
lamem,00026731.jpg,0.6783205999999999
lamem,00042333.jpg,0.7158279999999999
lamem,00048130.jpg,0.9247618
lamem,00045178.jpg,0.7053294
lamem,00029955.jpg,0.8544221999999999
lamem,00003447.jpg,0.7899884
lamem,00002746.jpg,0.9412916
memcat,n02355227_13453.jpg,0.9
memcat,n09415671_11747.jpg,0.470588235294118
lamem,00038502.jpg,0.6008704
lamem,00036580.jpg,0.6875226
lamem,00034420.jpg,0.5824206000000001
lamem,00020803.jpg,0.6463632
memcat,000000200391.jpg,0.72289156626506
memcat,n01792955_2693.jpg,0.620689655172414
lamem,00025711.jpg,0.7632112
lamem,00005615.jpg,0.8827134000000001
lamem,00027573.jpg,0.9045082
lamem,00030091.jpg,0.8176374000000001
lamem,00016485.jpg,0.8624394000000001
lamem,00040308.jpg,0.8092862000000001
lamem,00046840.jpg,0.700009
lamem,00003728.jpg,0.7897934
lamem,00004979.jpg,0.8113748000000001
lamem,00003264.jpg,0.976143
lamem,00012983.jpg,0.8439522
lamem,00025037.jpg,0.8598484
lamem,00053749.jpg,0.6892732
lamem,00058637.jpg,0.85799
lamem,00016005.jpg,0.8140322
lamem,00039311.jpg,0.791181
lamem,00029237.jpg,0.9003054
lamem,00031885.jpg,0.9280178
lamem,00025393.jpg,0.8033148000000001
lamem,00028695.jpg,0.912646
memcat,d48a4be9c6c9d170.jpg,0.554455445544555
lamem,00024084.jpg,0.7181008
lamem,00037247.jpg,0.8643661999999999
lamem,00010232.jpg,0.646282
lamem,00057263.jpg,0.4159764
lamem,00024105.jpg,0.7609534
lamem,00024145.jpg,0.912302
lamem,00051817.jpg,0.7438472
lamem,00038765.jpg,0.5332122
lamem,00019508.jpg,0.8212306
lamem,00025592.jpg,0.5973146
lamem,00022637.jpg,0.8863582000000001
memcat,5e147e154a4e1d10.jpg,0.645833333333333
lamem,00038236.jpg,0.6572256000000001
lamem,00019753.jpg,0.8307914000000001
lamem,00010282.jpg,0.879242
memcat,57974157103b6acf.jpg,0.817307692307692
lamem,00033372.jpg,0.8977624000000001
lamem,00010024.jpg,0.8307444
lamem,00047478.jpg,0.6947174
lamem,00000470.jpg,0.7423029999999999
lamem,00026971.jpg,0.8504766
lamem,00058003.jpg,0.8600110000000001
memcat,000000389041.jpg,0.693181818181818
