,image_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
54,bag_01b.jpg,0.19739507557914182,0.21198930095732696,0.00965733123943649,0.6146815310232243,0.11073226270540125,0.09788339316209599,0.09625350533141176,0.15912598577632805,0.021989410410495163,0.008477383740825089,0.01018750493375256,0.19133309230766973,0.04211749341760965,0.009674635408881136,0.14469488721242876,0.01206976572734375,0.012632979285741587,0.025662941438789652,0.022670473555018132,0.08960853580136934,0.0702096339472092,0.12770322261761263,0.012562417618738667,0.10290678390599559,0.14326469903433217,0.01649697437394995,0.01680477040292391,0.1783231501154395,0.01976064506976898,0.017482892232628052,0.014111271886519857,0.0009571608597465816,0.02184551965926715,0.019180380036871707,0.017110750017157526,0.007543127054110763,0.007734288062986359,0.06302212565272422,0.011393280980483374,0.01613444543499593,0.007402957439736711,0.005998433422187628,0.005562121634967167,0.02344129095520266,0.0029054855031562404,0.007983277494920438,0.038162638193710886,0.038335060377969216,0.08399636583520993,0.058970925725964726,0.01504635458681839,0.0803074326424345,0.00965009343126215,0.13518342773880979,0.04980809832789014,0.006284395792753405,0.0033823139020063534,0.01223847356762299,0.003976483270475716,0.014470195167492718,0.011937064199602148,0.018677098654879737,0.04865227164865574,0.007728740322079759,0.0063368890918887606,0.011461842145836978
107,beaver_01b.jpg,0.013511471904070479,0.039821352268194755,0.9104956895279057,0.0034864914688800216,0.08929280841169682,0.007270550722764456,0.015391693476625633,0.01017233168915472,0.04268898613189941,0.1996548965852001,0.0021406405683795926,0.0120703349702579,0.1278278093770342,0.04377008847041036,0.002767070658183082,0.020371468529557905,0.023916213443186018,0.03651129846418621,0.10521531797632393,0.0245786029746905,0.052560169087151005,0.007568727361634508,0.01286638382486073,0.014126106166661658,0.07477257646089915,0.021018286074709656,0.0147888326247597,0.012247480919701032,0.025642122635887075,0.032972180768100656,0.024165389679179052,0.004751690905688904,0.03111688361201972,0.13705101184695617,0.028937479375826226,0.040702439764724124,0.005694326603555782,0.006319172594939479,0.02805041958371085,0.06275611667280255,0.007755625841528989,0.009590028114508842,0.026921693758059098,0.06094264188872318,0.007187043194833663,0.009907713890006482,0.014400388868175398,0.010499219772239169,0.012104586003929014,0.0036672848524848083,0.03463673943212296,0.007981933864271082,0.03368988603824913,0.025173664247630317,0.004634359955560108,0.002168945459033006,0.008353061224236,0.013101932195288922,0.00634132891490401,0.01074212822258938,0.01590090232122944,0.003534737862646487,0.0034870909400873283,0.06902653251679554,0.006782435792495422,0.00898877309826226
120,bench_01b.jpg,0.1919142363385753,0.016053468932241802,0.13517205918342684,0.06407104878439948,0.2071397752043081,0.3749842139160294,0.09768034598077233,0.12167287784013654,0.04310959279241974,0.3882272984424088,0.014925897895318011,0.056472767195056506,0.4971677520258521,0.0211922108428893,0.018891601340384697,0.012596623819435653,0.020621834877228237,0.08426556474917074,0.015233014636804916,0.016158701432582846,0.007852821012323473,0.022422168165583466,0.041054212865608494,0.045818757036849685,0.01688893276399218,0.036857911697319105,0.09680097844016011,0.024163177919121277,0.027021989196944367,0.010664584838794747,0.05687616071065541,0.021236145798975564,0.18299302878248797,0.028729693484993,0.019805104435795227,0.004604692074563976,0.011126230652844073,0.3322090787194394,0.016239327422993628,0.07159942897417695,0.01794759144393159,0.013048207347939563,0.01690998116606536,0.009626802021906812,0.03238205655661658,0.03264871221822591,0.03671646230531946,0.015048359843480135,0.13103035099189522,0.009001937689760939,0.005861635790899209,0.07400635104412695,0.030777916438840845,0.022207733408827198,0.02937389441474472,0.013309962629617469,0.012805616124845797,0.023212718867266252,0.006454849401874307,0.005181353826986324,0.03398299587175345,0.013926566825921013,0.012991141764728986,0.0021075234353462244,0.017141756773790585,0.006143588327429004
167,bookshelf_01b.jpg,0.29417110969121335,0.0551378803342405,0.027259840351953633,0.05742776388732488,0.030652851461028436,0.5205510662610469,0.09610171446670959,0.039032074551262654,0.032003590174641806,0.7017150609672876,0.03686957913919637,0.07568981563748833,0.043515594771968834,0.030058029297284034,0.1342956370333584,0.06109277529195701,0.0378201142712499,0.030950091362453903,0.018074004128118243,0.20772224520438826,0.007947015091000214,0.007222603894779803,0.029850841179439428,0.014420749831311674,0.016322970808421808,0.012189965648174036,0.013837395398923345,0.06713497227750687,0.0116161769421781,0.009675316734230638,0.006852135443677324,0.018276987456418137,0.05581896657453806,0.03247543956603383,0.17250215630716673,0.0024397035075984013,0.050914429403669394,0.02556051575434502,0.01361680222180966,0.008620931451872139,0.010836185085193756,0.006327783922412582,0.018137766127376012,0.007371930304479033,0.030592457369131413,0.007928937892395335,0.15186029420923566,0.08170046107784053,0.10600136771911765,0.01890106653222901,0.01141839967317885,0.05479172086514895,0.002344607335138838,0.03515323431431269,0.015930467629815006,0.02115595455255648,0.0189010991380284,0.02889658626910687,0.017309798912332513,0.026383005195093092,0.01720632169085799,0.01173678171835068,0.016556479957813963,0.007239969879385741,0.004824100234656547,0.006098440843178419
178,bowler_hat_01b.jpg,0.21006403719008165,0.0031106916299355855,0.05878285547515516,0.4516694022024505,0.007942436693337626,0.042131187853348205,0.24824021133326934,0.053206318213415496,0.22718669014959714,0.03895025573202466,0.006256739961293854,0.029842021310707813,0.054695321819289294,0.22249180283442613,0.020720394057296657,0.06126168420133242,0.08218238022694031,0.026564380388430474,0.0472109703272713,0.01006928785309692,0.06093961498368095,0.042859984529584914,0.003249566862003119,0.04106530155454682,0.037205125420590526,0.028725832414916722,0.3515811623036115,0.12331212353524207,0.072811006136047,0.1031247536748344,0.009301293571708528,0.048681817937191695,0.0020233372992158804,0.00540334565703582,0.01116502204407852,0.21498838238407214,0.005430250875822165,0.009087935485619198,0.026279590468067326,0.009017017871973036,0.021790956571158808,0.026713962210224863,0.008303361155247307,0.003988327327099608,0.01892591350992967,0.015045483740260022,0.019462864455503864,0.14147220608215222,0.03309270538834977,0.005357212526641527,0.37671545143977875,0.0867613702282239,0.0028880937056257852,0.012527636740827668,0.14097580452382888,0.006337133635384083,0.13707117309957131,0.016806786528185413,0.0038317787328382273,0.0035786565158330177,0.06873349876348975,0.003858522281202664,0.0067128978117354625,0.010257826812272549,0.0191408631666011,0.011779939569551747
209,bucket_01b.jpg,0.26124470835700353,0.027713642433390192,0.01931005194242117,0.03124800511706649,0.013297539820054605,0.10097789002641967,0.0010998892651733429,0.0790771995290206,0.00745661367904987,0.03346944909725745,0.013195648055574815,0.09333276477197096,0.173789781061785,0.1726880745752174,0.09100604209988988,0.03719648760090544,0.036132992394058365,0.2931072911435224,0.04904576386984366,0.1081226466836208,0.12352021374686947,0.029814203129538884,0.002767650599875115,0.25267381750942836,0.004849336783731028,0.011882812225162851,0.0005353687151950068,0.3464806805813836,0.0045948261031023355,0.01370422244566573,0.03668638073824376,0.012747864461273328,0.0064951977200290185,0.02058048257216768,0.4424886959577172,0.045633251775591126,0.05868578257610836,0.03262616802510633,0.024091608189487586,0.014653787555187819,0.00391536132203634,0.012974617417319445,0.004717609014602041,0.02048994713589607,0.041405640888449446,0.04770701865610136,0.03279850326056632,0.00349955246903695,0.15588671916276814,0.09335392593576695,0.007509247590695045,0.04804264101769406,0.00681989645954279,0.0051538093986746554,0.04250722782041933,0.006699541661165434,0.002835871612019616,0.008146554431740857,0.36743175434341163,0.03109632293836225,0.058205759997672336,0.0040680733005709485,0.007237691549154244,0.002625471822936309,0.01431520078300169,0.01408017002963861
219,bumper_01b.jpg,0.422860526425234,0.0044692204124502435,0.04622603064257452,0.007333328434453453,0.14656451461733613,0.3150431252583506,0.009630554405985156,0.3465070695416798,0.019125293897398317,0.035712440076537025,0.17494198306298855,0.017920510968973555,0.25941280586197596,0.0415990258845576,0.030447915860490806,0.023397419852140167,0.012654587420704055,0.005219273352731145,0.03530419916543066,0.02815828500235162,0.20795472455395006,0.009549257958824673,0.016782378370201374,0.007806782982177366,0.016555042585491394,0.01221033612133517,0.03240688043854267,0.061076956044959,0.009503874082528611,0.02067353680644118,0.019544733542015916,0.00801345891725676,0.020273906543520456,0.01907751009841055,0.09602428656178773,0.01129432577581001,0.031794157690940024,0.021117425366292023,0.02275365774210511,0.01823537973926246,0.010564828074886684,0.013202978926134862,0.1506861376364512,0.031073974380038897,0.005723661294039488,0.009385324151004296,0.012128044518006158,0.03095208846766576,0.012801225210529633,0.02412235817545055,0.018730909092452428,0.04145196286076514,0.005812911518385648,0.03743175202916404,0.12632796434286736,0.034702698247113785,0.017163079608008495,0.007617563376939706,0.01203368333460761,0.004025424235697639,0.015583291946642876,0.008870384837159889,0.022105625630926516,0.006154730000791307,0.012277313867556525,0.0036911818466348204
246,camera1_01b.jpg,0.39808611836539637,0.03102162576913825,0.09338560790416216,0.06669287567804681,0.08022119573738082,0.024258913980393596,0.09244412631573577,0.16774327467641742,0.09019347840790233,0.005897025989686089,0.3530198605953457,0.03839355518205247,0.10746515073917293,0.15813922560116603,0.10341672773966039,0.14429713993442206,0.01133657474035342,0.21493769123463993,0.06380284434731974,0.114117418533976,0.04076207033748574,0.020149230118150604,0.06518067304591592,0.021589406539456523,0.014984699737345427,0.08724004510028564,0.32898482164219295,0.04571191598373939,0.02331779920721021,0.023085466583745603,0.02976847077876196,0.13677531894461936,0.08223279966137777,0.02867524180003251,0.01627396836768231,0.042335539266647,0.014067688801351877,0.0020464267903657013,0.11178714726406268,0.00045146467442139444,0.03701302291925791,0.029225459230228443,0.011286363847174486,0.012953021509531745,0.007780816538698087,0.05039893714981058,0.007724787548192711,0.06753853969070245,0.04704580565052439,0.09433325198867089,0.020454182649703844,0.03836338123187853,0.00828282697380182,0.009938407495108017,0.0007962382909007428,0.448407431083924,0.005101277380152542,0.022984589674771422,0.015253135132170793,0.009679091534796045,0.012620219549585162,0.026138785040605406,0.03471924297314791,0.020276508214595767,0.023125946683672818,0.008537363467355032
252,candelabra_01b.jpg,0.4869480945897532,0.18335304028201507,0.0017119605760759317,0.06274163426357902,0.07606160869919051,0.14422245091664795,0.4981630549204511,0.013655298802274726,0.012812100603197018,0.06774733636131636,0.014535955630537318,0.0838532155073428,0.01287604601007625,0.00782119814193966,0.00752775274041675,0.005769386851941576,0.0723857178261661,0.10824896155040935,0.017251198139401267,0.1281226527522054,0.03417742968774153,0.10615692998794786,0.012400186105360766,0.07288484740303731,0.2893049332433124,0.043647805854144815,0.09110067499828324,0.046959992620862645,0.04415278545485437,0.013968775033215221,0.04289244360286527,0.07157679511510905,0.0426359093248127,0.017665613773764743,0.015448649015263301,0.04681503810542993,0.05020269914625688,0.06118872872522519,0.002355201502786585,0.002096606436320255,0.014699557946064033,0.007773252672529982,0.0007805454762862646,0.004646144234885115,0.023900198561391743,0.2825046894623342,0.04194073194488419,0.018597109836131765,0.0036699099589784416,0.04937876146458648,0.018736384149597905,0.07272621475476573,0.040597951763468886,0.008295509950472197,0.005312410799721818,0.007663268556217175,0.0055368039110379975,0.004577114021521695,0.014202895541345666,0.01103494052817437,0.002650122316731317,0.020595649703178114,0.0041029401083490635,0.00879395344698153,0.021486431990722393,0.008147286024364382
259,canister_01b.jpg,0.43566395435280664,0.36196945693409105,0.02036390126695238,0.08728900814235087,0.03804955584716971,0.17372504768142077,0.17987869672354292,0.00997213276026417,0.023337639836131425,0.008203881540633957,0.09007373360968837,0.06624711636045669,0.01710607651924675,0.05362709605438255,0.08745202083633886,0.03380282981014293,0.0389998899101271,0.36038046764442605,0.0036458621630062827,0.16806573516366138,0.0015753812508036455,0.43726246453588996,0.09043372337201587,0.013226702362331949,0.011539042489450682,0.005463558718817537,0.05446907561170849,0.36542645420729436,0.016189579124593387,0.022325657716575936,0.03502432185217371,0.04723625612468855,0.008166852221140868,0.016908758448588673,0.009392637360089674,0.09090137204958812,0.00459520106979515,0.013969298084580233,0.0038207990695415858,0.0119342791209053,0.00346792450399699,0.004921421752923598,0.023698537126541613,0.02487065311971502,0.01682866366099275,0.006934262659434445,0.0015061121829775973,0.008722063093653976,0.17430221380480224,0.156547464818554,0.014320132410157536,0.013270254200275514,0.026830335025353196,0.02578749015811193,0.009231384699980607,0.007360203085302924,0.025836385271428463,0.06081209370231544,0.011941260837697013,0.010158389313483413,0.015853920081476375,0.034097806325661624,0.019605156163987406,0.030110165970488715,0.014281321998873477,0.006804812880893237
